job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,Location,active,Salary,first_seen,url,Education,last_seen
5247546,IT Analytik,"Asseco Central Europe, a.s.","JavaScript, JSON","MS Office, MS SQL, UML, Enterprise Architect",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,2500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247546?search_id=bad3c087-977d-4f16-ae6a-87f0c119bafd,Bachelor,2026-03-25
5247545,Senior Solution Architect,"Asseco Central Europe, a.s.",,"UML, ArchiMate, Enterprise Architect, Oracle, PostgreSQL",,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247545?search_id=bad3c087-977d-4f16-ae6a-87f0c119bafd,Bachelor,2026-03-25
5247544,Senior IT Analytik pre oblasť Healthcare,"Asseco Central Europe, a.s.",,"Enterprise Architect, JSON, XML, SOAP, API, NoSQL, ElasticSearch, Cassandra, JBoss Drools",,5+ years,On-site,Full-time,Profesia,Bratislava,True,2500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247544?search_id=bad3c087-977d-4f16-ae6a-87f0c119bafd,Bachelor,2026-03-25
5247543,DevOps Engineer – Public Health Systems,"Asseco Central Europe, a.s.","SQL, JAVA","Jenkins, GitLab, GitOps, Prometheus, Grafana, Docker, Kubernetes, OpenShift, Helm, Argo CD, Elasticsearch, Logstash, Filebeat, Kibana",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,2200 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247543?search_id=bad3c087-977d-4f16-ae6a-87f0c119bafd,Bachelor,2026-03-25
5247542,Business Analyst,"Asseco Central Europe, a.s.",,Enterprise Architect,English: passive,3-5 years,Hybrid,Full-time,Profesia,Banská Bystrica,True,2200 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247542?search_id=bad3c087-977d-4f16-ae6a-87f0c119bafd,"Bachelor, Master, PhD",2026-03-25
5247541,Senior Solution Architect,"Asseco Central Europe, a.s.",,"UML, ArchiMate, Enterprise Architect, Oracle, PostgreSQL, Kafka, REST",,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247541?search_id=bad3c087-977d-4f16-ae6a-87f0c119bafd,Bachelor,2026-03-25
5247500,Senior LINUX System Administrator,Univerzita Komenského v Bratislave Rektorát,"Bash, Python","RHEL/CentOS/Rocky, Debian/Ubuntu, SGE, PSSQL, MDB, Salt, Puppet, VMware, KVM, Proxmox, Docker, Kubernetes, Zabbix, Grafana, Veeam, DNS, DHCP, LDAP, RADIUS, SSO",,5+ years,On-site,Full-time,Profesia,Bratislava,False,1300 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/univerzita-komenskeho-v-bratislave-rektorat/O5247500?search_id=166b141b-d7d2-4eda-9139-bdad5e3a92c6,High School with Diploma,2026-03-23
5247511,Projektový manažér – IT projekty pre segment Finance,"Asseco Central Europe, a.s.",,,,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,2500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247511?search_id=166b141b-d7d2-4eda-9139-bdad5e3a92c6,High School with Diploma,2026-03-25
5246800,Backend Developer / AI Systems Developer,"SmartMan, s.r.o.","JavaScript, TypeScript","PostgreSQL, Firebase Cloud Firestore, BigQuery, ELK Stack, ESLint, REST API, GraphQL, Docker, Gitlab CI/CD, Firebase/Google Cloud, Amazon Web services",English: B2,0-1 years,Hybrid,Full-time,Profesia,Žilina,True,1500 - 4000 EUR/month,2026-03-10,https://www.profesia.sk/praca/smartman/O5246800?search_id=166b141b-d7d2-4eda-9139-bdad5e3a92c6,"Bachelor, Master, PhD",2026-03-25
5247385,Manažér pre zákaznícku skúsenosť siete (m/ž),"O2 Slovakia, s.r.o.","SQL, Python, JavaScript","Elastic Stack, Heavy.AI","English: Fluent, Slovak: Fluent",,Hybrid,Full-time,Profesia,Bratislava,True,2800 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/o2-slovakia/O5247385?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,,2026-03-25
5247414,OT Security Coordinator,MEGGLE Slovakia s. r. o.,,Microsoft Windows,"English: B2, German: B2",3-5 years,On-site,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/meggle-slovakia/O5247414?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,High School with Diploma,2026-03-13
5247343,IT Solution Architect,Národná agentúra pre sieťové a elektronické služby (agentúra NASES),,"Microsoft Office, TOGAF, ARCHIMATE, Sparx Enterprise Architect, HAProxy, IIS, Apache HTTPD, Nginx, MS SQL Server, Oracle, PostgreSQL, ElasticSearch, Kibana, UML, BPMN, ERD, OpenAPI / Swagger, Confluence, SharePoint, Jira / Azure DevOps, Docker, Kubernetes, GitLab CI, GitHub Actions, Azure Pipelines",English: B1,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/narodna-agentura-pre-sietove-a-elektronicke-sluzby-agentura-nases/O5247343?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,Bachelor,2026-03-25
5246985,SQL špecialista vo výrobnej spoločnosti (M/Ž),TRIGON Consulting s.r.o.,SQL,"SQL Report Builder, Power Apps, Tableau, Power BI",,3-5 years,On-site,Full-time,Profesia,Okres Žiar nad Hronom,True,1500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/trigon-consulting/O5246985?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,High School with Diploma,2026-03-25
5247218,C# / .NET Developer,Universal Instruments s. r. o.,"C#, .NET, MS SQL, WPF, Winforms, REST API, Services, XML, JSON",,English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,1800 - 3600 EUR/month,2026-03-10,https://www.profesia.sk/praca/universal-instruments/O5247218?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,"Bachelor, Master, PhD",2026-03-25
5247213,Technik ICT,Železnice Slovenskej republiky,,"MS Office (Word, Excel, Outlook)",English: A1,,On-site,Full-time,Profesia,Bratislava,True,1309 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/zeleznice-slovenskej-republiky/O5247213?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,High School with Diploma,2026-03-25
5247208,Python Developer – meteorologické modelovanie,"MicroStep-MIS, spol. s r.o.",Python,"Django, REST API, SQL, Linux, Docker",English: B1,3-5 years,On-site,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/microstep-mis/O5247208?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,Bachelor,2026-03-25
5247140,Junior IT Administrator,"Finax, o.c.p., a. s.",PowerShell,"ManageEngine, Zscaler, Microsoft 365, Azure",English: B2,0-1 years,Hybrid,Full-time,Profesia,Bratislava,True,1600 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/finax-o-c-p/O5247140?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,,2026-03-25
5247139,Produktový vývoj - Frontend Developer (m/ž),"DATALAN, a.s.","JavaScript, TypeScript, HTML5, CSS3, SCSS, Vue.js, Quasar, React","Git, Figma, Penpot, Cypress, Jest, Playwright, Docker, Podman",,,On-site with home office,Full-time,Profesia,,True,2200 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/datalan/O5247139?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,"High School with Diploma, Bachelor, Master",2026-03-25
5247131,IT Špecialista,"D+B VTN, spol. s r. o.",,"Linux, Windows XP, Windows 10, Windows 11, Windows 2019, Windows 2025, AD, TCP/IP, LAN, WLAN, WAN, Microsoft Office 365, MySQL, POSTGRESQL, MSSQL, Docker, ERP systems",Slovak: C2,3-5 years,On-site,Full-time,Profesia,Košice,True,2400 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/d-b-vtn/O5247131?search_id=fee2a6ce-72c2-48fe-a2cd-840b2b5b07f5,High School with Diploma,2026-03-25
5244278,Expert Infrastructure Engineer (AI Cloud & GPUs),ESTEN s.r.o.,,"Terraform, Ansible, Prometheus, Grafana, Keycloak, Entra ID, WEKA, NetBox",English: B2,5+ years,Home-Office,"Full-time, Half-time, Freelance",Profesia,,True,10000 EUR/mesiac,2026-03-11,https://www.profesia.sk/praca/esten/O5244278?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,"Bachelor, Master, PhD",2026-03-25
5249048,DevOps špecialista,Stengl a.s.,"SQL, PowerShell","MS SQL Server, Azure DevOps Server, Docker, Kubernetes, VMware, Microsoft Visual Studio, SVN, TFS, GIT",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,35 EUR/hod.,2026-03-11,https://www.profesia.sk/praca/stengl/O5249048?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Bachelor,2026-03-25
5249044,Skill and People Development Product Manager KE,Deutsche Telekom Services Europe Slovakia s.r.o.,,"Percipio, Eightfold",English: C1,5+ years,Hybrid,Full-time,Profesia,Košice,True,2700 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5249044?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Master,2026-03-25
5249040,Technical Product Manager & Learning Platform Superadmin KE,Deutsche Telekom Services Europe Slovakia s.r.o.,,"LMS, LXP","English: C1, German: C1",,Hybrid,Full-time,Profesia,Košice,True,2800 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5249040?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Master,2026-03-25
5249041,Technical Product Manager & Learning Platform Superadmin,Deutsche Telekom Services Europe Slovakia s.r.o.,,"LMS, LXP","English: C1, German: C1",3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,2800 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5249041?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Master,2026-03-25
5249045,Skill and People Development Product Manager BA,Deutsche Telekom Services Europe Slovakia s.r.o.,,"Percipio, Eightfold",English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,2700 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5249045?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Master,2026-03-25
5249001,Junior Linux admin (AIX/Solaris),Offer experts s. r. o.,,"AIX, Solaris, UC4, Automic",English: B1,0-1 years,Home-Office,Full-time,Profesia,Práca z domu,True,2000 EUR/mesiac,2026-03-11,https://www.profesia.sk/praca/offer-experts/O5249001?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Bachelor,2026-03-25
5248993,Technical Support Engineer (TIER 2),"ESET, spol. s r.o.",,"Microsoft Windows 10, Microsoft Windows 11, UNIX/Linux, Microsoft Windows Server, RDBMS, Active Directory, GPO, Wireshark, Android, Mac OS X, ESET PROTECT","English: B2, Slovak: B2",5+ years,Hybrid,Full-time,Profesia,Bratislava,True,1750 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/eset/O5248993?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,,2026-03-25
5248983,"Software Engineer (Java, Angular, PL/SQL)",SourceFirst International s.r.o.,"Java, Angular, PL/SQL, Spring Boot, Spring Framework","REST-API, JUnit, Mockito, Maven",English: C1,3-5 years,On-site with home office,Full-time,Profesia,Bratislava,True,3000 - 4700 EUR/month,2026-03-11,https://www.profesia.sk/praca/sourcefirst-international/O5248983?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5248981,Customer Master Data Iberia (f/m/x) (Spanish-speaking),Mondelēz International,,"SAP, Data Management","Spanish: C1, English: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,1900 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/mondelez-international/O5248981?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Master,2026-03-25
5248967,Linux administrátor – špecialista,MSM GROUP s.r.o.,"Bash, Python","Ansible, Palo Alto, KVM, VMware, Docker",English: B2,3-5 years,Hybrid,Full-time,Profesia,Dubnica nad Váhom,True,2000 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/msm-group/O5248967?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Bachelor,2026-03-25
5248964,Sieťový administrátor špecialista,MSM GROUP s.r.o.,,"Cisco, PaloAlto, FortiGate, FortiAuthenticator",English: B2,3-5 years,Hybrid,Full-time,Profesia,Dubnica nad Váhom,True,2000 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/msm-group/O5248964?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Master,2026-03-25
5248937,Technical Consultant Principal (Cloud Architect),Deutsche Telekom IT Solutions Slovakia,,,"English: C1, German: B2",5+ years,On-site with home office,Full-time,Profesia,Košice,True,2200 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5248937?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Bachelor,2026-03-25
5248915,Koordinátor IT service desku,"Penta Hospitals SK, a. s.",,"Zabbix, PRTG, SolarWinds",English: B1,1-3 years,Hybrid,Full-time,Profesia,Košice,True,1700 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/penta-hospitals-sk/O5248915?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,"High School with Diploma, Bachelor, Master",2026-03-25
5248898,Azure Cloud Engineer (Mid-Senior Level),BTCS Slovakia s. r. o.,PowerShell,"Microsoft Azure, Entra ID, Microsoft 365, Active Directory, Group Policy, Intune, Microsoft Defender, Exchange Online, SharePoint Online, OneDrive, Teams, SQL Server, Azure SQL, PKI, Certificate Services",English: B2,5+ years,On-site with home office,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/btcs-slovakia/O5248898?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Bachelor,2026-03-25
5248869,Head Of IT Operations,Brightpick s. r. o.,,,"English: C1, Slovak: C1",5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3500 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/brightpick/O5248869?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Master,2026-03-25
5248866,Staň sa súčasťou AI revolúcie vo Visibility!,VISIBILITY s.r.o.,"Python, PHP, SQL",ChatGPT,English: B1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,1500 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/visibility/O5248866?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,Bachelor,2026-03-25
5248817,DevOps inžinier,Národná agentúra pre sieťové a elektronické služby (agentúra NASES),"Bash, Python","GitLab CI, GitOps, Docker, Kubernetes, OpenShift, Helm, OpenTelemetry, Loki, Grafana, ELK, Terraform, Argo CD, Vault, Keycloak, Prometheus, Tempo, Kafka, RabbitMQ",English: B2,1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,3300 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/narodna-agentura-pre-sietove-a-elektronicke-sluzby-agentura-nases/O5248817?search_id=d9f2ec2e-982a-4b43-951a-d66c15d326a1,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5248814,DevOps inžinier,Národná agentúra pre sieťové a elektronické služby (agentúra NASES),"Bash, Python","GitLab CI, GitOps, Docker, Kubernetes, OpenShift, Helm, OpenTelemetry, Loki, Grafana, ELK, Terraform, Argo CD, Vault, Keycloak, Prometheus, Tempo, Kafka, RabbitMQ",English: B2,1-3 years,On-site,Full-time,Profesia,Košice,True,3300 EUR/mesiac,2026-03-11,https://www.profesia.sk/praca/narodna-agentura-pre-sietove-a-elektronicke-sluzby-agentura-nases/O5248814?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,High School with Diploma,2026-03-25
5248782,Enterprise Architect  for Network Infrastructure at Industrial AI Cloud,Deutsche Telekom IT Solutions Slovakia,,"InfiniBand, Cumulus OS, RoCE, UFM, FortiGate, Cisco Border gateways, NVIDIA DGX, RTX Pro Servers, NVIDIA/Mellanox switches, iperf, ethtool, nvidia-smi, perfquery, Mellanox/NVIDIA diagnostics",,5+ years,On-site with home office,Full-time,Profesia,Munich,True,3100 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5248782?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,Master,2026-03-25
5248735,FrontEnd Application Engineer,"Orange Slovensko, a.s.","Node.js, React, Angular","Docker, Kubernetes, CI/CD, REST API",English: B2,1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,2500 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/orange-slovensko/O5248735?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,Master,2026-03-25
5248726,Principal Product Manager,"Websupport, s.r.o.",,,"English: B2, Slovak: B2",3-5 years,On-site with home office,Full-time,Profesia,Bratislava,True,3350 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/websupport/O5248726?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5248645,Senior Backend Developer - CRM Transformation (f/m),"Slovak Telekom, a.s.","Java, Spring Boot","Siebel, Salesforce, Docker, Kubernetes, Kafka, Oracle, PostgreSQL",,5+ years,On-site with home office,Full-time,Profesia,Bratislava,True,4500 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/slovak-telekom/O5248645?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,,2026-03-25
5247248,Špecialista dohľadového centra / NOC Specialist (m/ž),"O2 Slovakia, s.r.o.",,NMS,English: B2,,Hybrid,Full-time,Profesia,Banská Bystrica,True,1300 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/o2-slovakia/O5247248?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,High School with Diploma,2026-03-25
5248612,Senior Business/Data Analyst,CODERAMA s. r. o.,SQL,,"English: C1, Slovak: C2",5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3500 - 7000 EUR/mesiac,2026-03-11,https://www.profesia.sk/praca/coderama/O5248612?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5248593,Full-stack mid-level software developer,Calcurates s.r.o.,"React, TypeScript, GraphQL","Symfony, Angular Material, Postgres, SCSS, Rest API, Swagger API, GIT, Jira Atlassian, Shopify, Magento, WooCommerce","English: B1, Russian: C1",5+ years,On-site with home office,Full-time,Profesia,Bratislava,True,2500 - 4500 EUR/month,2026-03-11,https://www.profesia.sk/praca/calcurates/O5248593?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,"Bachelor, Master, PhD",2026-03-25
5248570,IT technik - informatik,KARMEN - veľkoobchod potravín s.r.o.,,"Microsoft Windows, Administrácia LAN/WAN, MikroTik, Fortinet FortiGate, Microsoft Intune, VMware, Office 365",English: A2,1-3 years,On-site,Full-time,Profesia,Prešov,True,2150 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/karmen-velkoobchod-potravin/O5248570?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,High School with Diploma,2026-03-25
5248559,Senior IT Business Analyst,Swiss Re,"Python, SQL","Azure DevOps, Jira",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3200 - 5300 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/swiss-re/O5248559?search_id=ddbca283-9fed-4a3f-9cca-fd27fddabebd,"Bachelor, Master, PhD",2026-03-25
5248554,SW Test Engineer (automation),"ESET, spol. s r.o.","Bash, Python","Robot framework, Jira, BitBucket, Git",English: B2,3-5 years,On-site with home office,Full-time,Profesia,Bratislava,True,2600 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/eset/O5248554?search_id=cf5dfdf3-4856-4843-b018-e664e597ff19,,2026-03-25
5248514,Chief Information Security Officer,"Unlimit Recruitment, s.r.o.",,,English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,4500 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/unlimit-recruitment/O5248514?search_id=cf5dfdf3-4856-4843-b018-e664e597ff19,"Master, PhD",2026-03-25
5248509,IT Tester ČSOB (m/ž),ČSOB Finančná skupina,,"JIRA, Confluence, SQL",English: C1,1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,1400 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/csob-financna-skupina/O5248509?search_id=cf5dfdf3-4856-4843-b018-e664e597ff19,,2026-03-25
5248504,"C, C++ - developer","CONTAL OK, spol. s r.o.","C, C++","Linux, Yocto Project",English: B1,3-5 years,Hybrid,Full-time,Profesia,Žilina,True,2300 EUR gross/month,2026-03-11,https://www.profesia.sk/praca/contal-ok/O5248504?search_id=cf5dfdf3-4856-4843-b018-e664e597ff19,High School with Diploma,2026-03-25
