job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,job_title,location,salary_range,work_schedule,responsibilities,requirements,benefits,contact,salary,application_link,company_name,job_description
1866823,SOFTWARE ENTWICKLER FULL STACK (M/W/D),Laendle,https://www.cvonline.hu/hu/allas/software-entwickler-full-stack-m-w-d-1866823,2026-03-22,2026-03-25,True,Götzis,,"German: C1, English: B2",Bachelor,"JavaScript, .Net Core, Python","Node.js, .Net Core, REST/GraphQL-APIs, React/Next.js, CronJobs, PostgreSQL, Azure, Redis",On-site,Full-time,3-5 years,,,,,,,,,,,,
1867062,Teamlead Software Development (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamlead-software-development-m-w-d-1867062,2026-03-22,2026-03-25,True,,,"German: C1, English: B2",Bachelor,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1866824,Junior Data Analyst / Engineer 70–100 %,Laendle,https://www.cvonline.hu/hu/allas/junior-data-analyst-engineer-70-100-1866824,2026-03-22,2026-03-25,True,,50.000 - 85.000 EUR gross/year,German: C1,,"SQL, Python","Git, Azure Databricks, Power BI",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1866607,Senior Scrum Master (German speaker),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-scrum-master-german-speaker-1866607,2026-03-22,2026-03-25,True,,,"German: C1, English: B2",,,"Jira, Confluence",,Full-time,3-5 years,,,,,,,,,,,,
1866666,Front-End Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/front-end-developer-1866666,2026-03-22,2026-03-25,True,Budapest,,English: B2,,"JavaScript, Vue","Figma, Balsamiq, JustInMind",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1866670,IT Business Analyst,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-business-analyst-1866670,2026-03-22,2026-03-25,True,,,English: B2,Bachelor,Python,MS Office suite,Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1866657,RENDSZERGAZDA (MICROSOFT KÖRNYEZET),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/rendszergazda-microsoft-kornyezet-1866657,2026-03-22,2026-03-25,True,Biatorbágy,,English: B1,,,"Active Directory, Microsoft Windows, MS Office, Intune, PowerShell",Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1866671,Senior Data Engineer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-data-engineer-1866671,2026-03-22,2026-03-25,True,Budapest,,English: B2,,"Python, Apache Spark, Terraform","Google Cloud Platform (GCP), Azure, Apache Kafka, Apache HBase, Google BigQuery, PostgreSQL, MongoDB, Rest API, CI/CD principles, Terraform",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1866667,Cyber Security Specialist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/cyber-security-specialist-1866667,2026-03-22,2026-03-25,True,,,English: C1,Bachelor,,,"Full-time, Remote",Full-time,5+ years,,,,,,,,,,,,
1866656,MEDIOR VIRTUALIZÁCIÓS RENDSZERMÉRNÖK,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/medior-virtualizacios-rendszermernok-1866656,2026-03-22,2026-03-25,True,Budapest,,English: B2,Bachelor,"PowerShell, PowerCLI","VMware, Microsoft Hyper-V, VDI, IBM PowerVM",On-site with home office,Full-time,3-5 years,,,,,,,,,,,,
1868462,IT System Engineer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-system-engineer-m-w-d-1868462,2026-03-23,2026-03-25,True,,,"German: C1, English: B2",,Linux,"Active Directory, Group Policies",On-site,Full-time,3-5 years,,,,,,,,,,,,
1868596,IT Operations gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/it-operations-gyakornok-1868596,2026-03-23,2026-03-25,True,,Br. 3500 Ft / óra gyakornoki bér,English: B1,Bachelor,,,On-site,Short-term,0-1 years,,,,,,,,,,,,
1867761,Diákmunka - IT biztonsági tanácsadó,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-it-biztonsagi-tanacsado-1867761,2026-03-23,2026-03-25,True,,2400 Ft/óra,,Bachelor,,"MS Office, Outlook, Böngészők",,Full-time,1-3 years,,,,,,,,,,,,
1867760,Diákmunka - C++ programozó,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-c-programozo-1867760,2026-03-23,2026-03-25,True,,2500 Ft/óra,,Bachelor,"C++, C#","3D CAD, BIM",,Full-time,1-3 years,,,,,,,,,,,,
1869522,IT System Engineer - Microsoft/Office 365 (f/m/x),Laendle,https://www.cvonline.hu/hu/allas/it-system-engineer-microsoft-office-365-f-m-x-1869522,2026-03-25,2026-03-25,True,Vorarlberg,,English: B2,,PowerShell,"Office 365, Exchange, Teams, SharePoint, Azure AD",On-site,Full-time,3-5 years,,,,,,,,,,,,
1869434,Számítógép szerelő technikus,Pannon-Work Cégcsoport,https://www.cvonline.hu/hu/allas/szamitogep-szerelo-technikus-1869434,2026-03-25,2026-03-25,True,Komárno,,,High School with Diploma,,,,Full-time,0-1 years,,,,,,,,,,,,
1869406,Software Tester (VR Training Devices),HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/software-tester-vr-training-devices-1869406,2026-03-25,2026-03-25,True,,,English: B2,Bachelor,"Python, C++","Unreal Engine, Bug tracking tools, Test management systems",On-site,Full-time,3-5 years,,,,,,,,,,,,
1869387,IT RENDSZERGAZDA,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-rendszergazda-1869387,2026-03-25,2026-03-25,True,"Budapest, XIII. kerület",,,,"Java, Node.js, Bash","GitLab, Google Workspace, AWS, GCP, Docker, Kubernetes, CI/CD",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1869370,IT Operations trainne,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/it-operations-trainne-1869370,2026-03-25,2026-03-25,True,,,English: B2,Bachelor,,,On-site,Short-term,0-1 years,,,,,,,,,,,,
1869162,ADATBÁZIS ÜZEMELTETÉSI SZAKÉRTŐ (ORACLE/MSSQL),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/adatbazis-uzemeltetesi-szakerto-oracle-mssql-1869162,2026-03-25,2026-03-25,True,Budapest,,English: B2,,,"Oracle Exadata Cloud@Customer, MSSQL, RMAN, Oracle RAC, Data Guard, ASM, Enterprise Manager Cloud Control",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1869472,Junior Szoftver technikus,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/junior-szoftver-technikus-1869472,2026-03-25,2026-03-25,True,Vecsés,,English: A1,,,,,Full-time,0-1 years,,,,,,,,,,,,
1869069,Automatizálási rendszermérnök,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/automatizalasi-rendszermernok-1869069,2026-03-25,2026-03-25,True,Budaörs,,English: B2,Bachelor,,"Ms Windows Server, Linux",On-site,Full-time,3-5 years,,,,,,,,,,,,
1869256,Application Manager*in Warehouse Solution,Laendle,https://www.cvonline.hu/hu/allas/application-managerin-warehouse-solution-1869256,2026-03-25,2026-03-25,True,Kennelbach,,"German: C1, English: B2",,,,,Full-time,3-5 years,,,,,,,,,,,,
1869292,Diákmunka - IT biztonsági gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-it-biztonsagi-gyakornok-1869292,2026-03-25,2026-03-25,True,,2500 Ft/óra,English: B1,Bachelor,,,On-site,Short-term,0-1 years,,,,,,,,,,,,
1868963,Informatikai vezető,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/informatikai-vezeto-1868963,2026-03-25,2026-03-25,True,,,"English: C1, German: B2",Bachelor,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1868759,Systemadministrator:in (mit Fokus auf Netzwerkadministration),Laendle,https://www.cvonline.hu/hu/allas/systemadministratorin-mit-fokus-auf-netzwerkadministration-1868759,2026-03-25,2026-03-25,True,,,German: C1,,,,,,,,,,,,,,,,,,
1868770,Diákmunka - Test Engineer Trainee for Industrial Automation,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-test-engineer-trainee-industrial-automation-1868770,2026-03-25,2026-03-25,True,Budapest,2200-2800 Ft/óra,English: B1,Bachelor,"STL, SCL, FBD, LAD, C#","Siemens Step7, TIA Portal",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1868592,Webshop junior adminisztrátor,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/webshop-junior-adminisztrator-1868592,2026-03-25,2026-03-25,True,,,,,Frontend,Shoprenter,On-site,Full-time,1-3 years,,,,,,,,,,,,
1868614,C#/.NET Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/c-net-developer-1868614,2026-03-25,2026-03-25,True,,,English: B2,Bachelor,"C#, .Net","REST APIs, MS SQL, PostgreSQL, .Net Blazor, Git, Bitbucket, Artifactory, Azure DevOps",,Full-time,3-5 years,,,,,,,,,,,,
1868613,Unreal Engine/C++ Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/unreal-engine-c-developer-1868613,2026-03-25,2026-03-25,True,,,English: C1,Bachelor,"C++, Unreal Engine, .Net Blazor","Git, Bitbucket, Artifactory, Azure DevOps",,Full-time,3-5 years,,,,,,,,,,,,
1868595,IT gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/it-gyakornok-1868595,2026-03-25,2026-03-25,True,,,English: B2,Bachelor,,Microsoft Dynamics 365 Business Central,On-site with home office,Full-time,1-3 years,,,,,,,,,,,,
1867605,Senior product owner,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-product-owner-1867605,2026-03-25,2026-03-25,True,Budapest,,English: B2,Bachelor,,"Word, Excel, Power Point, Outlook",On-site,Full-time,5+ years,,,,,,,,,,,,
1867709,Daten- und Business Intelligence Experte im Kundendienst Baumaschinen (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/daten-und-business-intelligence-experte-im-kundendienst-baumaschinen-m-w-d-1867709,2026-03-25,2026-03-25,True,,,English: B2,Bachelor,"Java, Python, C#","Microsoft Dynamics 365, PowerApps, Microsoft Power BI",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1867742,Diákmunka - Technical Writer,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-technical-writer-1867742,2026-03-25,2026-03-25,True,,,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1867487,Medior Szoftverfejlesztő (JAVA),HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/medior-szoftverfejleszto-java-1867487,2026-03-25,2026-03-25,True,,,English: C1,,Java,"Dynatrace, Splunk, CloudWatch, Jenkins, Cloud Foundry, SplitIO, AWS ALB, EC2, CloudFront, S3, SQS, RDS Aurora, SES, WAF, Kubernetes, Docker",,Full-time,3-5 years,,,,,,,,,,,,
1867292,Business Consultant (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/business-consultant-m-w-d-1867292,2026-03-25,2026-03-25,True,,50000 EUR gross/year,,Bachelor,,,Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1867488,Medior Tesztautomatizáló Mérnök,HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/medior-tesztautomatizalo-mernok-1867488,2026-03-25,2026-03-25,True,,,English: B2,,"Java, Python, JS, C#","Selenium WebDriver, Appium, TestNG, JUnit, Git/SVN",On-site,Full-time,3-5 years,,,,,,,,,,,,
